FIPS,County or equivalent,State or equivalent
46043,DOUGLAS COUNTY,SOUTH DAKOTA
46045,EDMUNDS COUNTY,SOUTH DAKOTA
46047,FALL RIVER COUNTY,SOUTH DAKOTA
46049,FAULK COUNTY,SOUTH DAKOTA
46051,GRANT COUNTY,SOUTH DAKOTA
46053,GREGORY COUNTY,SOUTH DAKOTA
46055,HAAKON COUNTY,SOUTH DAKOTA
46057,HAMLIN COUNTY,SOUTH DAKOTA
46059,HAND COUNTY,SOUTH DAKOTA
46061,HANSON COUNTY,SOUTH DAKOTA
46063,HARDING COUNTY,SOUTH DAKOTA
46065,HUGHES COUNTY,SOUTH DAKOTA
46067,HUTCHINSON COUNTY,SOUTH DAKOTA
46069,HYDE COUNTY,SOUTH DAKOTA
46071,JACKSON COUNTY,SOUTH DAKOTA
46073,JERAULD COUNTY,SOUTH DAKOTA
46075,JONES COUNTY,SOUTH DAKOTA
46077,KINGSBURY COUNTY,SOUTH DAKOTA
46079,LAKE COUNTY,SOUTH DAKOTA
46081,LAWRENCE COUNTY,SOUTH DAKOTA
46083,LINCOLN COUNTY,SOUTH DAKOTA
46085,LYMAN COUNTY,SOUTH DAKOTA
46087,MCCOOK COUNTY,SOUTH DAKOTA
46089,MCPHERSON COUNTY,SOUTH DAKOTA
46091,MARSHALL COUNTY,SOUTH DAKOTA
46093,MEADE COUNTY,SOUTH DAKOTA
46095,MELLETTE COUNTY,SOUTH DAKOTA
46097,MINER COUNTY,SOUTH DAKOTA
46099,MINNEHAHA COUNTY,SOUTH DAKOTA
46101,MOODY COUNTY,SOUTH DAKOTA
46102,OGLALA LAKOTA COUNTY,SOUTH DAKOTA
46103,PENNINGTON COUNTY,SOUTH DAKOTA
46105,PERKINS COUNTY,SOUTH DAKOTA
46107,POTTER COUNTY,SOUTH DAKOTA
46109,ROBERTS COUNTY,SOUTH DAKOTA
46111,SANBORN COUNTY,SOUTH DAKOTA
46115,SPINK COUNTY,SOUTH DAKOTA
46117,STANLEY COUNTY,SOUTH DAKOTA
46119,SULLY COUNTY,SOUTH DAKOTA
46121,TODD COUNTY,SOUTH DAKOTA
46123,TRIPP COUNTY,SOUTH DAKOTA
46125,TURNER COUNTY,SOUTH DAKOTA
46127,UNION COUNTY,SOUTH DAKOTA
46129,WALWORTH COUNTY,SOUTH DAKOTA
46135,YANKTON COUNTY,SOUTH DAKOTA
46137,ZIEBACH COUNTY,SOUTH DAKOTA
47001,ANDERSON COUNTY,TENNESSEE
47003,BEDFORD COUNTY,TENNESSEE
47005,BENTON COUNTY,TENNESSEE
47007,BLEDSOE COUNTY,TENNESSEE
47009,BLOUNT COUNTY,TENNESSEE
47011,BRADLEY COUNTY,TENNESSEE
47013,CAMPBELL COUNTY,TENNESSEE
47015,CANNON COUNTY,TENNESSEE
47017,CARROLL COUNTY,TENNESSEE
47019,CARTER COUNTY,TENNESSEE
47021,CHEATHAM COUNTY,TENNESSEE
47023,CHESTER COUNTY,TENNESSEE
47025,CLAIBORNE COUNTY,TENNESSEE
47027,CLAY COUNTY,TENNESSEE
47029,COCKE COUNTY,TENNESSEE
47031,COFFEE COUNTY,TENNESSEE
47033,CROCKETT COUNTY,TENNESSEE
47035,CUMBERLAND COUNTY,TENNESSEE
47037,DAVIDSON COUNTY,TENNESSEE
47039,DECATUR COUNTY,TENNESSEE
47041,DEKALB COUNTY,TENNESSEE
47043,DICKSON COUNTY,TENNESSEE
47045,DYER COUNTY,TENNESSEE
47047,FAYETTE COUNTY,TENNESSEE
47049,FENTRESS COUNTY,TENNESSEE
47051,FRANKLIN COUNTY,TENNESSEE
47053,GIBSON COUNTY,TENNESSEE
47055,GILES COUNTY,TENNESSEE
47057,GRAINGER COUNTY,TENNESSEE
47059,GREENE COUNTY,TENNESSEE
47061,GRUNDY COUNTY,TENNESSEE
47063,HAMBLEN COUNTY,TENNESSEE
47065,HAMILTON COUNTY,TENNESSEE
47067,HANCOCK COUNTY,TENNESSEE
47069,HARDEMAN COUNTY,TENNESSEE
47071,HARDIN COUNTY,TENNESSEE
47073,HAWKINS COUNTY,TENNESSEE
47075,HAYWOOD COUNTY,TENNESSEE
47077,HENDERSON COUNTY,TENNESSEE
47079,HENRY COUNTY,TENNESSEE
47081,HICKMAN COUNTY,TENNESSEE
47083,HOUSTON COUNTY,TENNESSEE
47085,HUMPHREYS COUNTY,TENNESSEE
47087,JACKSON COUNTY,TENNESSEE
47089,JEFFERSON COUNTY,TENNESSEE
47091,JOHNSON COUNTY,TENNESSEE
47093,KNOX COUNTY,TENNESSEE
47095,LAKE COUNTY,TENNESSEE
47097,LAUDERDALE COUNTY,TENNESSEE
47099,LAWRENCE COUNTY,TENNESSEE
47101,LEWIS COUNTY,TENNESSEE
47103,LINCOLN COUNTY,TENNESSEE
47105,LOUDON COUNTY,TENNESSEE
47107,MCMINN COUNTY,TENNESSEE
47109,MCNAIRY COUNTY,TENNESSEE
47111,MACON COUNTY,TENNESSEE
47113,MADISON COUNTY,TENNESSEE
47115,MARION COUNTY,TENNESSEE
47117,MARSHALL COUNTY,TENNESSEE
47119,MAURY COUNTY,TENNESSEE
47121,MEIGS COUNTY,TENNESSEE
47123,MONROE COUNTY,TENNESSEE
47125,MONTGOMERY COUNTY,TENNESSEE
47127,MOORE COUNTY,TENNESSEE
47129,MORGAN COUNTY,TENNESSEE
47131,OBION COUNTY,TENNESSEE
47133,OVERTON COUNTY,TENNESSEE
47135,PERRY COUNTY,TENNESSEE
47137,PICKETT COUNTY,TENNESSEE
47139,POLK COUNTY,TENNESSEE
47141,PUTNAM COUNTY,TENNESSEE
47143,RHEA COUNTY,TENNESSEE
47145,ROANE COUNTY,TENNESSEE
47147,ROBERTSON COUNTY,TENNESSEE
47149,RUTHERFORD COUNTY,TENNESSEE
47151,SCOTT COUNTY,TENNESSEE
47153,SEQUATCHIE COUNTY,TENNESSEE
47155,SEVIER COUNTY,TENNESSEE
47157,SHELBY COUNTY,TENNESSEE
47159,SMITH COUNTY,TENNESSEE
47161,STEWART COUNTY,TENNESSEE
47163,SULLIVAN COUNTY,TENNESSEE
47165,SUMNER COUNTY,TENNESSEE
47167,TIPTON COUNTY,TENNESSEE
47169,TROUSDALE COUNTY,TENNESSEE
47171,UNICOI COUNTY,TENNESSEE
47173,UNION COUNTY,TENNESSEE
47175,VAN BUREN COUNTY,TENNESSEE
47177,WARREN COUNTY,TENNESSEE
47179,WASHINGTON COUNTY,TENNESSEE
47181,WAYNE COUNTY,TENNESSEE
47183,WEAKLEY COUNTY,TENNESSEE
47185,WHITE COUNTY,TENNESSEE
47187,WILLIAMSON COUNTY,TENNESSEE
47189,WILSON COUNTY,TENNESSEE
48001,ANDERSON COUNTY,TEXAS
48003,ANDREWS COUNTY,TEXAS
48005,ANGELINA COUNTY,TEXAS
48007,ARANSAS COUNTY,TEXAS
48009,ARCHER COUNTY,TEXAS
48011,ARMSTRONG COUNTY,TEXAS
48013,ATASCOSA COUNTY,TEXAS
48015,AUSTIN COUNTY,TEXAS
48017,BAILEY COUNTY,TEXAS
48019,BANDERA COUNTY,TEXAS
48021,BASTROP COUNTY,TEXAS
48023,BAYLOR COUNTY,TEXAS
48025,BEE COUNTY,TEXAS
48027,BELL COUNTY,TEXAS
48029,BEXAR COUNTY,TEXAS
48031,BLANCO COUNTY,TEXAS
48033,BORDEN COUNTY,TEXAS
48035,BOSQUE COUNTY,TEXAS
48037,BOWIE COUNTY,TEXAS
48039,BRAZORIA COUNTY,TEXAS
48041,BRAZOS COUNTY,TEXAS
48043,BREWSTER COUNTY,TEXAS
48045,BRISCOE COUNTY,TEXAS
48047,BROOKS COUNTY,TEXAS
48049,BROWN COUNTY,TEXAS
48051,BURLESON COUNTY,TEXAS
48053,BURNET COUNTY,TEXAS
48055,CALDWELL COUNTY,TEXAS
48057,CALHOUN COUNTY,TEXAS
48059,CALLAHAN COUNTY,TEXAS
48061,CAMERON COUNTY,TEXAS
48063,CAMP COUNTY,TEXAS
48065,CARSON COUNTY,TEXAS
48067,CASS COUNTY,TEXAS
48069,CASTRO COUNTY,TEXAS
48071,CHAMBERS COUNTY,TEXAS
48073,CHEROKEE COUNTY,TEXAS
48075,CHILDRESS COUNTY,TEXAS
48077,CLAY COUNTY,TEXAS
48079,COCHRAN COUNTY,TEXAS
48081,COKE COUNTY,TEXAS
48083,COLEMAN COUNTY,TEXAS
48085,COLLIN COUNTY,TEXAS
48087,COLLINGSWORTH COUNTY,TEXAS
48089,COLORADO COUNTY,TEXAS
48091,COMAL COUNTY,TEXAS
48093,COMANCHE COUNTY,TEXAS
48095,CONCHO COUNTY,TEXAS
48097,COOKE COUNTY,TEXAS
48099,CORYELL COUNTY,TEXAS
48101,COTTLE COUNTY,TEXAS
48103,CRANE COUNTY,TEXAS
48105,CROCKETT COUNTY,TEXAS
48107,CROSBY COUNTY,TEXAS
48109,CULBERSON COUNTY,TEXAS
48111,DALLAM COUNTY,TEXAS
48113,DALLAS COUNTY,TEXAS
48115,DAWSON COUNTY,TEXAS
48117,DEAF SMITH COUNTY,TEXAS
48119,DELTA COUNTY,TEXAS
48121,DENTON COUNTY,TEXAS
48123,DEWITT COUNTY,TEXAS
48125,DICKENS COUNTY,TEXAS
48127,DIMMIT COUNTY,TEXAS
48129,DONLEY COUNTY,TEXAS
48131,DUVAL COUNTY,TEXAS
48133,EASTLAND COUNTY,TEXAS
48135,ECTOR COUNTY,TEXAS
48137,EDWARDS COUNTY,TEXAS
48139,ELLIS COUNTY,TEXAS
48141,EL PASO COUNTY,TEXAS
48143,ERATH COUNTY,TEXAS
48145,FALLS COUNTY,TEXAS
48147,FANNIN COUNTY,TEXAS
48149,FAYETTE COUNTY,TEXAS
48151,FISHER COUNTY,TEXAS
48153,FLOYD COUNTY,TEXAS
48155,FOARD COUNTY,TEXAS
48157,FORT BEND COUNTY,TEXAS
48159,FRANKLIN COUNTY,TEXAS
48161,FREESTONE COUNTY,TEXAS
48163,FRIO COUNTY,TEXAS
48165,GAINES COUNTY,TEXAS
48167,GALVESTON COUNTY,TEXAS
48169,GARZA COUNTY,TEXAS
48171,GILLESPIE COUNTY,TEXAS
48173,GLASSCOCK COUNTY,TEXAS
48175,GOLIAD COUNTY,TEXAS
48177,GONZALES COUNTY,TEXAS
48179,GRAY COUNTY,TEXAS
48181,GRAYSON COUNTY,TEXAS
48183,GREGG COUNTY,TEXAS
48185,GRIMES COUNTY,TEXAS
48187,GUADALUPE COUNTY,TEXAS
48189,HALE COUNTY,TEXAS
48191,HALL COUNTY,TEXAS
48193,HAMILTON COUNTY,TEXAS
48195,HANSFORD COUNTY,TEXAS
48197,HARDEMAN COUNTY,TEXAS
48199,HARDIN COUNTY,TEXAS
48201,HARRIS COUNTY,TEXAS
48203,HARRISON COUNTY,TEXAS
48205,HARTLEY COUNTY,TEXAS
48207,HASKELL COUNTY,TEXAS
48209,HAYS COUNTY,TEXAS
48211,HEMPHILL COUNTY,TEXAS
48213,HENDERSON COUNTY,TEXAS
48215,HIDALGO COUNTY,TEXAS
48217,HILL COUNTY,TEXAS
48219,HOCKLEY COUNTY,TEXAS
48221,HOOD COUNTY,TEXAS
48223,HOPKINS COUNTY,TEXAS
48225,HOUSTON COUNTY,TEXAS
48227,HOWARD COUNTY,TEXAS
48229,HUDSPETH COUNTY,TEXAS
48231,HUNT COUNTY,TEXAS
48233,HUTCHINSON COUNTY,TEXAS
48235,IRION COUNTY,TEXAS
48237,JACK COUNTY,TEXAS
48239,JACKSON COUNTY,TEXAS
48241,JASPER COUNTY,TEXAS
48243,JEFF DAVIS COUNTY,TEXAS
48245,JEFFERSON COUNTY,TEXAS
48247,JIM HOGG COUNTY,TEXAS
48249,JIM WELLS COUNTY,TEXAS
48251,JOHNSON COUNTY,TEXAS
48253,JONES COUNTY,TEXAS
48255,KARNES COUNTY,TEXAS
48257,KAUFMAN COUNTY,TEXAS
48259,KENDALL COUNTY,TEXAS
48261,KENEDY COUNTY,TEXAS
48263,KENT COUNTY,TEXAS
48265,KERR COUNTY,TEXAS
48267,KIMBLE COUNTY,TEXAS
48269,KING COUNTY,TEXAS
48271,KINNEY COUNTY,TEXAS
48273,KLEBERG COUNTY,TEXAS
48275,KNOX COUNTY,TEXAS
48277,LAMAR COUNTY,TEXAS
48279,LAMB COUNTY,TEXAS
48281,LAMPASAS COUNTY,TEXAS
48283,LA SALLE COUNTY,TEXAS
48285,LAVACA COUNTY,TEXAS
48287,LEE COUNTY,TEXAS
48289,LEON COUNTY,TEXAS
48291,LIBERTY COUNTY,TEXAS
48293,LIMESTONE COUNTY,TEXAS
48295,LIPSCOMB COUNTY,TEXAS
48297,LIVE OAK COUNTY,TEXAS
48299,LLANO COUNTY,TEXAS
48301,LOVING COUNTY,TEXAS
48303,LUBBOCK COUNTY,TEXAS
48305,LYNN COUNTY,TEXAS
48307,MCCULLOCH COUNTY,TEXAS
48309,MCLENNAN COUNTY,TEXAS
48311,MCMULLEN COUNTY,TEXAS
48313,MADISON COUNTY,TEXAS
48315,MARION COUNTY,TEXAS
48317,MARTIN COUNTY,TEXAS
48319,MASON COUNTY,TEXAS
48321,MATAGORDA COUNTY,TEXAS
48323,MAVERICK COUNTY,TEXAS
48325,MEDINA COUNTY,TEXAS
48327,MENARD COUNTY,TEXAS
48329,MIDLAND COUNTY,TEXAS
48331,MILAM COUNTY,TEXAS
48333,MILLS COUNTY,TEXAS
48335,MITCHELL COUNTY,TEXAS
48337,MONTAGUE COUNTY,TEXAS
48339,MONTGOMERY COUNTY,TEXAS
48341,MOORE COUNTY,TEXAS
48343,MORRIS COUNTY,TEXAS
48345,MOTLEY COUNTY,TEXAS
48347,NACOGDOCHES COUNTY,TEXAS
48349,NAVARRO COUNTY,TEXAS
48351,NEWTON COUNTY,TEXAS
48353,NOLAN COUNTY,TEXAS
48355,NUECES COUNTY,TEXAS
48357,OCHILTREE COUNTY,TEXAS
48359,OLDHAM COUNTY,TEXAS
48361,ORANGE COUNTY,TEXAS
48363,PALO PINTO COUNTY,TEXAS
48365,PANOLA COUNTY,TEXAS
48367,PARKER COUNTY,TEXAS
48369,PARMER COUNTY,TEXAS
48371,PECOS COUNTY,TEXAS
48373,POLK COUNTY,TEXAS
48375,POTTER COUNTY,TEXAS
48377,PRESIDIO COUNTY,TEXAS
48379,RAINS COUNTY,TEXAS
48381,RANDALL COUNTY,TEXAS
48383,REAGAN COUNTY,TEXAS
48385,REAL COUNTY,TEXAS
48387,RED RIVER COUNTY,TEXAS
48389,REEVES COUNTY,TEXAS
48391,REFUGIO COUNTY,TEXAS
48393,ROBERTS COUNTY,TEXAS
48395,ROBERTSON COUNTY,TEXAS
48397,ROCKWALL COUNTY,TEXAS
48399,RUNNELS COUNTY,TEXAS
48401,RUSK COUNTY,TEXAS
48403,SABINE COUNTY,TEXAS
48405,SAN AUGUSTINE COUNTY,TEXAS
48407,SAN JACINTO COUNTY,TEXAS
48409,SAN PATRICIO COUNTY,TEXAS
48411,SAN SABA COUNTY,TEXAS
48413,SCHLEICHER COUNTY,TEXAS
48415,SCURRY COUNTY,TEXAS
48417,SHACKELFORD COUNTY,TEXAS
48419,SHELBY COUNTY,TEXAS
48421,SHERMAN COUNTY,TEXAS
48423,SMITH COUNTY,TEXAS
48425,SOMERVELL COUNTY,TEXAS
48427,STARR COUNTY,TEXAS
48429,STEPHENS COUNTY,TEXAS
48431,STERLING COUNTY,TEXAS
48433,STONEWALL COUNTY,TEXAS
48435,SUTTON COUNTY,TEXAS
48437,SWISHER COUNTY,TEXAS
48439,TARRANT COUNTY,TEXAS
48441,TAYLOR COUNTY,TEXAS
48443,TERRELL COUNTY,TEXAS
48445,TERRY COUNTY,TEXAS
48447,THROCKMORTON COUNTY,TEXAS
48449,TITUS COUNTY,TEXAS
48451,TOM GREEN COUNTY,TEXAS
48453,TRAVIS COUNTY,TEXAS
48455,TRINITY COUNTY,TEXAS
48457,TYLER COUNTY,TEXAS
48459,UPSHUR COUNTY,TEXAS
48461,UPTON COUNTY,TEXAS
48463,UVALDE COUNTY,TEXAS
48465,VAL VERDE COUNTY,TEXAS
48467,VAN ZANDT COUNTY,TEXAS
48469,VICTORIA COUNTY,TEXAS
48471,WALKER COUNTY,TEXAS
48473,WALLER COUNTY,TEXAS
48475,WARD COUNTY,TEXAS
48477,WASHINGTON COUNTY,TEXAS
48479,WEBB COUNTY,TEXAS
48481,WHARTON COUNTY,TEXAS
48483,WHEELER COUNTY,TEXAS
48485,WICHITA COUNTY,TEXAS
48487,WILBARGER COUNTY,TEXAS
48489,WILLACY COUNTY,TEXAS
48491,WILLIAMSON COUNTY,TEXAS
48493,WILSON COUNTY,TEXAS
48495,WINKLER COUNTY,TEXAS
48497,WISE COUNTY,TEXAS
48499,WOOD COUNTY,TEXAS
48501,YOAKUM COUNTY,TEXAS
48503,YOUNG COUNTY,TEXAS
48505,ZAPATA COUNTY,TEXAS
48507,ZAVALA COUNTY,TEXAS
74050,BAKER ISLAND,U.S. MINOR OUTLYING ISLANDS
74100,HOWLAND ISLAND,U.S. MINOR OUTLYING ISLANDS
74150,JARVIS ISLAND,U.S. MINOR OUTLYING ISLANDS
74200,JOHNSTON ATOLL,U.S. MINOR OUTLYING ISLANDS
74250,KINGMAN REEF,U.S. MINOR OUTLYING ISLANDS
74300,MIDWAY ISLANDS,U.S. MINOR OUTLYING ISLANDS
74350,NAVASSA ISLAND,U.S. MINOR OUTLYING ISLANDS
74400,PALMYRA ATOLL,U.S. MINOR OUTLYING ISLANDS
74450,WAKE ISLAND,U.S. MINOR OUTLYING ISLANDS
49001,BEAVER COUNTY,UTAH
49003,BOX ELDER COUNTY,UTAH
49005,CACHE COUNTY,UTAH
49007,CARBON COUNTY,UTAH
49009,DAGGETT COUNTY,UTAH
49011,DAVIS COUNTY,UTAH
49013,DUCHESNE COUNTY,UTAH
49015,EMERY COUNTY,UTAH
49017,GARFIELD COUNTY,UTAH
49019,GRAND COUNTY,UTAH
49021,IRON COUNTY,UTAH
49023,JUAB COUNTY,UTAH
49025,KANE COUNTY,UTAH
49027,MILLARD COUNTY,UTAH
49029,MORGAN COUNTY,UTAH
49031,PIUTE COUNTY,UTAH
49033,RICH COUNTY,UTAH
49035,SALT LAKE COUNTY,UTAH
49037,SAN JUAN COUNTY,UTAH
49039,SANPETE COUNTY,UTAH
49041,SEVIER COUNTY,UTAH
49043,SUMMIT COUNTY,UTAH
49045,TOOELE COUNTY,UTAH
49047,UINTAH COUNTY,UTAH
49049,UTAH COUNTY,UTAH
49051,WASATCH COUNTY,UTAH
49053,WASHINGTON COUNTY,UTAH
49055,WAYNE COUNTY,UTAH
49057,WEBER COUNTY,UTAH
50001,ADDISON COUNTY,VERMONT
50003,BENNINGTON COUNTY,VERMONT
50005,CALEDONIA COUNTY,VERMONT
50007,CHITTENDEN COUNTY,VERMONT
50009,ESSEX COUNTY,VERMONT
50011,FRANKLIN COUNTY,VERMONT
50013,GRAND ISLE COUNTY,VERMONT
50015,LAMOILLE COUNTY,VERMONT
50017,ORANGE COUNTY,VERMONT
50019,ORLEANS COUNTY,VERMONT
50021,RUTLAND COUNTY,VERMONT
50023,WASHINGTON COUNTY,VERMONT
50025,WINDHAM COUNTY,VERMONT
50027,WINDSOR COUNTY,VERMONT
78010,SAINT CROIX ISLAND,VIRGIN ISLANDS (U.S.)
78020,SAINT JOHN ISLAND,VIRGIN ISLANDS (U.S.)
78030,SAINT THOMAS ISLAND,VIRGIN ISLANDS (U.S.)
51001,ACCOMACK COUNTY,VIRGINIA
51003,ALBEMARLE COUNTY,VIRGINIA
51005,ALLEGHANY COUNTY,VIRGINIA
51007,AMELIA COUNTY,VIRGINIA
51009,AMHERST COUNTY,VIRGINIA
51011,APPOMATTOX COUNTY,VIRGINIA
51013,ARLINGTON COUNTY,VIRGINIA
51015,AUGUSTA COUNTY,VIRGINIA
51017,BATH COUNTY,VIRGINIA
51019,BEDFORD COUNTY,VIRGINIA
51021,BLAND COUNTY,VIRGINIA
51023,BOTETOURT COUNTY,VIRGINIA
51025,BRUNSWICK COUNTY,VIRGINIA
51027,BUCHANAN COUNTY,VIRGINIA
51029,BUCKINGHAM COUNTY,VIRGINIA
51031,CAMPBELL COUNTY,VIRGINIA
51033,CAROLINE COUNTY,VIRGINIA
51035,CARROLL COUNTY,VIRGINIA
51036,CHARLES CITY COUNTY,VIRGINIA
51037,CHARLOTTE COUNTY,VIRGINIA
51041,CHESTERFIELD COUNTY,VIRGINIA
51043,CLARKE COUNTY,VIRGINIA
51045,CRAIG COUNTY,VIRGINIA
51047,CULPEPER COUNTY,VIRGINIA
51049,CUMBERLAND COUNTY,VIRGINIA
51051,DICKENSON COUNTY,VIRGINIA
51053,DINWIDDIE COUNTY,VIRGINIA
51057,ESSEX COUNTY,VIRGINIA
51059,FAIRFAX COUNTY,VIRGINIA
51061,FAUQUIER COUNTY,VIRGINIA
51063,FLOYD COUNTY,VIRGINIA
51065,FLUVANNA COUNTY,VIRGINIA
51067,FRANKLIN COUNTY,VIRGINIA
51069,FREDERICK COUNTY,VIRGINIA
51071,GILES COUNTY,VIRGINIA
51073,GLOUCESTER COUNTY,VIRGINIA
51075,GOOCHLAND COUNTY,VIRGINIA
51077,GRAYSON COUNTY,VIRGINIA
51079,GREENE COUNTY,VIRGINIA
51081,GREENSVILLE COUNTY,VIRGINIA
51083,HALIFAX COUNTY,VIRGINIA
51085,HANOVER COUNTY,VIRGINIA
51087,HENRICO COUNTY,VIRGINIA
51089,HENRY COUNTY,VIRGINIA
51091,HIGHLAND COUNTY,VIRGINIA
51093,ISLE OF WIGHT COUNTY,VIRGINIA
51095,JAMES CITY COUNTY,VIRGINIA
51097,KING AND QUEEN COUNTY,VIRGINIA
51099,KING GEORGE COUNTY,VIRGINIA
51101,KING WILLIAM COUNTY,VIRGINIA
51103,LANCASTER COUNTY,VIRGINIA
51105,LEE COUNTY,VIRGINIA
51107,LOUDOUN COUNTY,VIRGINIA
51109,LOUISA COUNTY,VIRGINIA
51111,LUNENBURG COUNTY,VIRGINIA
51113,MADISON COUNTY,VIRGINIA
51115,MATHEWS COUNTY,VIRGINIA
51117,MECKLENBURG COUNTY,VIRGINIA
51119,MIDDLESEX COUNTY,VIRGINIA
51121,MONTGOMERY COUNTY,VIRGINIA
51125,NELSON COUNTY,VIRGINIA
51127,NEW KENT COUNTY,VIRGINIA
51131,NORTHAMPTON COUNTY,VIRGINIA
51133,NORTHUMBERLAND COUNTY,VIRGINIA
51135,NOTTOWAY COUNTY,VIRGINIA
51137,ORANGE COUNTY,VIRGINIA
51139,PAGE COUNTY,VIRGINIA
51141,PATRICK COUNTY,VIRGINIA
51143,PITTSYLVANIA COUNTY,VIRGINIA
51145,POWHATAN COUNTY,VIRGINIA
51147,PRINCE EDWARD COUNTY,VIRGINIA
51149,PRINCE GEORGE COUNTY,VIRGINIA
51153,PRINCE WILLIAM COUNTY,VIRGINIA
51155,PULASKI COUNTY,VIRGINIA
51157,RAPPAHANNOCK COUNTY,VIRGINIA
51159,RICHMOND COUNTY,VIRGINIA
51161,ROANOKE COUNTY,VIRGINIA
51163,ROCKBRIDGE COUNTY,VIRGINIA
51165,ROCKINGHAM COUNTY,VIRGINIA
51167,RUSSELL COUNTY,VIRGINIA
51169,SCOTT COUNTY,VIRGINIA
51171,SHENANDOAH COUNTY,VIRGINIA
51173,SMYTH COUNTY,VIRGINIA
51175,SOUTHAMPTON COUNTY,VIRGINIA
51177,SPOTSYLVANIA COUNTY,VIRGINIA
51179,STAFFORD COUNTY,VIRGINIA
51181,SURRY COUNTY,VIRGINIA
51183,SUSSEX COUNTY,VIRGINIA
51185,TAZEWELL COUNTY,VIRGINIA
51187,WARREN COUNTY,VIRGINIA
51191,WASHINGTON COUNTY,VIRGINIA
51193,WESTMORELAND COUNTY,VIRGINIA
51195,WISE COUNTY,VIRGINIA
51197,WYTHE COUNTY,VIRGINIA
51199,YORK COUNTY,VIRGINIA
51510,ALEXANDRIA,VIRGINIA
51520,BRISTOL,VIRGINIA
51530,BUENA VISTA,VIRGINIA
51540,CHARLOTTESVILLE,VIRGINIA
51550,CHESAPEAKE,VIRGINIA
51570,COLONIAL HEIGHTS,VIRGINIA
51580,COVINGTON,VIRGINIA
51590,DANVILLE,VIRGINIA
51595,EMPORIA,VIRGINIA
51600,FAIRFAX,VIRGINIA
51610,FALLS CHURCH,VIRGINIA
51620,FRANKLIN,VIRGINIA
51630,FREDERICKSBURG,VIRGINIA
51640,GALAX,VIRGINIA
51650,HAMPTON,VIRGINIA
51660,HARRISONBURG,VIRGINIA
51670,HOPEWELL,VIRGINIA
51678,LEXINGTON,VIRGINIA
51680,LYNCHBURG,VIRGINIA
51683,MANASSAS,VIRGINIA
51685,MANASSAS PARK,VIRGINIA
51690,MARTINSVILLE,VIRGINIA
51700,NEWPORT NEWS,VIRGINIA
51710,NORFOLK,VIRGINIA
51720,NORTON,VIRGINIA
51730,PETERSBURG,VIRGINIA
51735,POQUOSON,VIRGINIA
51740,PORTSMOUTH,VIRGINIA
51750,RADFORD,VIRGINIA
51760,RICHMOND,VIRGINIA
51770,ROANOKE,VIRGINIA
51775,SALEM,VIRGINIA
51790,STAUNTON,VIRGINIA
51800,SUFFOLK,VIRGINIA
51810,VIRGINIA BEACH,VIRGINIA
51820,WAYNESBORO,VIRGINIA
51830,WILLIAMSBURG,VIRGINIA
51840,WINCHESTER,VIRGINIA
53001,ADAMS COUNTY,WASHINGTON
53003,ASOTIN COUNTY,WASHINGTON
53005,BENTON COUNTY,WASHINGTON
53007,CHELAN COUNTY,WASHINGTON
53009,CLALLAM COUNTY,WASHINGTON
53011,CLARK COUNTY,WASHINGTON
53013,COLUMBIA COUNTY,WASHINGTON
53015,COWLITZ COUNTY,WASHINGTON
53017,DOUGLAS COUNTY,WASHINGTON
53019,FERRY COUNTY,WASHINGTON
53021,FRANKLIN COUNTY,WASHINGTON
53023,GARFIELD COUNTY,WASHINGTON
53025,GRANT COUNTY,WASHINGTON
53027,GRAYS HARBOR COUNTY,WASHINGTON
53029,ISLAND COUNTY,WASHINGTON
53031,JEFFERSON COUNTY,WASHINGTON
53033,KING COUNTY,WASHINGTON
53035,KITSAP COUNTY,WASHINGTON
53037,KITTITAS COUNTY,WASHINGTON
53039,KLICKITAT COUNTY,WASHINGTON
53041,LEWIS COUNTY,WASHINGTON
53043,LINCOLN COUNTY,WASHINGTON
53045,MASON COUNTY,WASHINGTON
53047,OKANOGAN COUNTY,WASHINGTON
53049,PACIFIC COUNTY,WASHINGTON
53051,PEND OREILLE COUNTY,WASHINGTON
53053,PIERCE COUNTY,WASHINGTON
53055,SAN JUAN COUNTY,WASHINGTON
53057,SKAGIT COUNTY,WASHINGTON
53059,SKAMANIA COUNTY,WASHINGTON
53061,SNOHOMISH COUNTY,WASHINGTON
53063,SPOKANE COUNTY,WASHINGTON
53065,STEVENS COUNTY,WASHINGTON
53067,THURSTON COUNTY,WASHINGTON
53069,WAHKIAKUM COUNTY,WASHINGTON
53071,WALLA WALLA COUNTY,WASHINGTON
53073,WHATCOM COUNTY,WASHINGTON
53075,WHITMAN COUNTY,WASHINGTON
53077,YAKIMA COUNTY,WASHINGTON
54001,BARBOUR COUNTY,WEST VIRGINIA
54003,BERKELEY COUNTY,WEST VIRGINIA
54005,BOONE COUNTY,WEST VIRGINIA
54007,BRAXTON COUNTY,WEST VIRGINIA
54009,BROOKE COUNTY,WEST VIRGINIA
54011,CABELL COUNTY,WEST VIRGINIA
54013,CALHOUN COUNTY,WEST VIRGINIA
54015,CLAY COUNTY,WEST VIRGINIA
54017,DODDRIDGE COUNTY,WEST VIRGINIA
54019,FAYETTE COUNTY,WEST VIRGINIA
54021,GILMER COUNTY,WEST VIRGINIA
54023,GRANT COUNTY,WEST VIRGINIA
